prod_name,prod_size,prod_infl_aug,prod_infl_jul,prod_infl_change_aug,prod_infl_change_jul,prod_scat,prod_cat,prod_id,prod_sum
Elektrische und nichtelektrische Haushalts-Kleingeräte,0.18,112.50,109.50,44744.00,44601.00,5,13,57,1
Hand-. Stabmixer,0.08,114.10,111.30,44683.00,44811.00,5,13,45000,0
Kaffeeautomat. -maschine,0.09,110.30,107.50,44714.00,44813.00,5,13,45200,0
Dampfbügeleisen. -station,0.01,111.50,106.30,44808.00,44818.00,5,13,45100,0
Reparaturen von Haushaltsgeräten,0.04,111.30,109.40,44743.00,44571.00,5,13,58,1
Waschmaschinenservice,0.04,111.30,109.40,44743.00,44571.00,5,13,45300,0
Glaswaren. Geschirr u. a. Gebrauchsgüter f. d. Haushalt,0.40,111.40,110.60,0.70,44564.00,5,14,59,3
Glaswaren. Geschirr u. a. Gebrauchsgüter f. d. Haushaltsf.,0.40,111.40,110.60,0.70,44564.00,5,14,60,1
Wohn-Accessoires,0.12,113.20,113.20,0.00,0.40,5,14,45400,0
Flachteller,0.06,106.10,103.70,44622.00,44655.00,5,14,46000,0
Trinkglas,0.02,110.00,107.60,44594.00,44690.00,5,14,46100,0
Essbesteck,0.03,114.90,114.10,0.70,44715.00,5,14,45800,0
Druckkochtopf,0.07,113.70,111.60,44805.00,44597.00,5,14,45600,0
Bratpfanne,0.05,111.50,112.30,-0.70,44743.00,5,14,45700,0
Mikrowellengeschirr,0.05,107.20,107.20,0.00,44596.00,5,14,46200,0
Werkzeuge und Geräte für Haus und Garten,0.56,102.60,102.50,0.10,44595.00,5,15,61,3
Großwerkzeuge und -geräte,0.21,102.20,101.90,0.30,44622.00,5,15,62,1
Bohrmaschine,0.04,99.80,99.80,0.00,0.90,5,15,46400,0
Akkuschrauber,0.05,102.40,102.40,0.00,44774.00,5,15,46500,0
Rasenmäher,0.11,103.20,102.60,0.60,44595.00,5,15,46600,0
Kleinwerkzeuge und diverses Zubehör,0.35,102.40,102.40,0.00,44745.00,5,15,63,1
Hammer,0.06,102.80,102.80,0.00,44808.00,5,15,47100,0
Gartenschere,0.07,106.60,106.60,0.00,44718.00,5,15,47200,0
Batterie,0.17,103.20,102.50,0.70,44683.00,5,15,46700,0
LED-Lampe,0.03,95.50,95.50,0.00,44594.00,5,15,46800,0
LED-Spotlampe,0.02,98.40,104.20,-5.60,44715.00,5,15,47000,0
Waren und Dienstleistungen für die laufende Haushaltsf.,1.04,106.50,106.40,0.10,44657.00,5,16,64,3
Kurzlebige Haushaltswaren,0.82,107.00,106.80,0.20,44627.00,5,16,65,1
Geschirrspülmittel,0.07,97.70,97.00,0.70,44595.00,5,16,47500,0
Allzweckreiniger,0.08,103.10,104.30,-1.20,44717.00,5,16,47600,0
Vollwaschmittel,0.19,104.60,105.60,-0.90,44596.00,5,16,47900,0
WC-Stein. WC-Spüler,0.09,100.00,97.90,44563.00,0.70,5,16,48100,0
Spezialwaschmittel,0.02,100.60,103.50,-2.80,44654.00,5,16,48200,0
Alufolie,0.09,135.80,132.30,44714.00,36.60,5,16,47700,0
Schwammtuch,0.08,100.60,101.20,-0.60,0.50,5,16,47800,0
Klebstoff,0.05,107.90,107.50,0.40,44628.00,5,16,48000,0
Spanplattenschrauben,0.06,109.40,109.40,0.00,44782.00,5,16,48300,0
Bodenwischer,0.09,103.60,104.20,-0.60,0.40,5,16,48400,0
Häusliche Dienstleistungen,0.21,104.70,104.70,0.00,44623.00,5,16,66,1
Gärtnerdienstleistung,0.09,104.10,104.10,0.00,44683.00,5,16,48500,0
Wohnungsreinigung,0.12,105.10,105.10,0.00,44807.00,5,16,48600,0
GESUNDHEITSPFLEGE,5.58,104.10,104.20,-0.10,44683.00,6,16,67,2
Medizinische Erzeugnisse,1.94,105.30,105.50,-0.20,44744.00,6,17,68,3
Pharmazeutische Erzeugnisse,1.13,107.60,108.10,-0.50,44654.00,6,17,69,1
Husten- und Erkältungsmittel,0.18,112.10,112.10,0.00,44744.00,6,17,48700,0
Schmerz-. Rheumamittel,0.10,108.10,108.10,0.00,44775.00,6,17,48800,0
Contraceptivum,0.08,102.40,102.40,0.00,44653.00,6,17,48900,0
Vitamin-. Gesundheitspräparat,0.32,103.80,105.40,-1.50,0.20,6,17,49000,0
Homöopathisches Medikament,0.03,108.50,108.50,0.00,44656.00,6,17,49200,0
Rezeptgebühr,0.25,107.40,107.40,0.00,44776.00,6,17,49300,0
Haut- und Schleimhautmittel,0.07,104.90,104.90,0.00,44806.00,6,17,49400,0
Magen- und Verdauungsmittel,0.11,120.20,120.20,0.00,44787.00,6,17,49500,0
Sonstige medizinische Erzeugnisse,0.11,99.30,98.60,0.70,0.40,6,17,70,1
Kondome,0.02,100.50,100.50,0.00,-1.20,6,17,49700,0
Pflaster,0.09,99.10,98.30,0.80,0.70,6,17,49600,0
Sonstige therapeutische Geräte,0.70,102.50,102.50,0.00,2.00,6,17,71,1
Kontaktlinsen,0.12,99.80,99.00,0.80,-0.70,6,17,50200,0
Brillengläser,0.28,100.90,100.50,0.40,-0.50,6,17,50300,0
Brillenfassung,0.10,102.50,104.00,-1.40,44715.00,6,17,50400,0
Hörgerät,0.05,116.70,117.80,-0.90,44756.00,6,17,50101,0
Heilbehelfe,0.14,106.70,106.70,0.00,3.00,6,17,50102,0
Ambulante Dienstleistungen,2.15,101.40,101.40,0.00,44621.00,6,18,72,3
Medizinische Dienstleistungen,0.63,109.20,109.20,0.00,44602.00,6,18,73,1
Wahlarzt. Praktischer Arzt,0.07,92.90,92.90,0.00,0.70,6,18,50500,0
E-Card-Gebühr,0.03,106.30,106.30,0.00,44623.00,6,18,50700,0
Praktischer Arzt (2 Positionen),0.11,109.90,109.90,0.00,44689.00,6,18,74,0
Wahlarzt. Facharzt,0.35,107.00,107.00,0.00,44628.00,6,18,50600,0
Facharzt. Ordination (3 Positionen),0.08,132.70,132.70,0.00,44711.00,6,18,75,0
Zahnmedizinische Dienstleistungen,0.94,106.00,106.00,0.00,44716.00,6,18,76,1
Wahlarzt. Zahnarzt,0.26,105.30,105.30,0.00,44595.00,6,18,51300,0
Zahnarztleistung,0.68,106.30,106.30,0.00,44597.00,6,18,51400,0
Paramedizinische Dienstleistungen,0.57,86.00,86.00,0.00,-13.20,6,18,77,1
Wahlarzt. Institut,0.07,98.00,98.00,0.00,-7.10,6,18,51500,0
Nichtärztliche Dienstleistung,0.50,84.30,84.30,0.00,-14.20,6,18,51600,0
Krankenhausdienstleistungen,1.49,106.40,106.40,0.00,44745.00,6,19,78,3
Stationäre Gesundheitsdienstleistungen,1.49,106.40,106.40,0.00,44745.00,6,19,79,1
Kur-. Rehaaufenthalt,0.34,106.50,106.20,0.30,44654.00,6,19,51700,0
Pflegeplatz Senioren (4 Positionen),0.87,106.90,106.90,0.00,44776.00,6,19,80,0
Spitalskosten (3 Positionen),0.29,105.00,105.00,0.00,44807.00,6,19,81,0
VERKEHR,13.71,127.30,131.10,-2.90,44789.00,7,19,82,2
Kauf von Fahrzeugen,4.28,119.30,118.60,0.60,44726.00,7,20,83,3
Kraftwagen,3.49,120.70,119.80,0.80,44636.00,7,20,84,1
PKW. Neuwagen (90 Positionen),1.72,112.60,112.10,0.40,44750.00,7,20,85,0
PKW. Gebrauchtwagen (23 Positionen),1.77,129.50,128.30,0.90,44675.00,7,20,86,0
Krafträder,0.57,111.10,111.10,0.00,8.00,7,20,87,1
Moped,0.03,126.60,124.80,44652.00,44693.00,7,20,65700,0
Motorrad,0.30,106.10,105.80,0.30,44807.00,7,20,65800,0
E-Bike,0.24,115.00,115.60,-0.50,44754.00,7,20,65880,0
Fahrräder,0.22,115.90,115.90,0.00,44718.00,7,20,88,0
Fahrrad,0.22,115.90,115.90,0.00,44718.00,7,20,65900,0
Betrieb von privaten Verkehrsmitteln,358487.00,135.30,143.40,-5.60,44614.00,7,21,89,3
Ersatzteile und Zubehör für private Verkehrsmittel,0.54,108.30,107.80,0.50,9.00,7,21,90,1
Sommerreifen,0.08,123.90,123.50,0.30,44581.00,7,21,66400,0
Winterreifen,0.16,108.50,108.00,0.50,44660.00,7,21,66500,0
Scheibenwischer,0.09,112.00,111.80,0.20,44720.00,7,21,66100,0
Autobatterie,0.05,112.90,112.80,0.10,44811.00,7,21,66300,0
Autoersatzlampen,0.08,88.00,88.00,0.00,0.70,7,21,66800,0
Scheibenreiniger,0.03,99.30,95.40,44565.00,5.00,7,21,66990,0
Lastenträger PKW,0.06,111.10,111.10,0.00,44811.00,7,21,67000,0
Kraft- und Schmierstoffe für private Verkehrsmittel,3.38,172.20,192.00,-10.30,43.60,7,21,94,1
Dieseltreibstoff,1.92,176.10,195.20,-9.80,48.60,7,21,67400,0
Superbenzin,1.43,168.50,189.80,-11.20,38.00,7,21,67300,0
Motoröl,0.03,108.10,109.70,-1.50,44716.00,7,21,67100,0
Instandhaltung und Reparatur von privaten Verkehrsmitteln,1.72,109.90,109.60,0.30,44625.00,7,21,98,1
Wagenwäsche,0.04,106.80,106.40,0.40,44624.00,7,21,67500,0
Kfz-Spenglerstunde,0.24,108.90,108.60,0.30,44626.00,7,21,67600,0
Kfz-Mechanikerstunde,0.36,108.90,108.80,0.10,44747.00,7,21,67700,0
Kfz-Elektrikerstunde,0.12,111.60,111.60,0.00,44810.00,7,21,68100,0
Scheinwerfer. Material,0.03,109.60,109.10,0.50,44746.00,7,21,68400,0
Auspuffanlage. Material,0.05,108.70,108.30,0.40,44777.00,7,21,68500,0
Bremsbeläge vorne. Material,0.50,111.20,110.60,0.50,44623.00,7,21,68700,0
Ölservice,0.16,111.90,111.50,0.40,44719.00,7,21,68800,0
Klimaanlagenservice,0.05,113.20,112.60,0.50,44720.00,7,21,68900,0
Reifenservice,0.04,118.60,118.90,-0.30,44691.00,7,21,69000,0
Beitrag zum Autofahrerclub,0.12,102.80,102.80,0.00,44622.00,7,21,70201,0
Sonstige Dienstleistungen an privaten Verkehrsmitteln,1.65,101.60,101.50,0.10,44562.00,7,21,100,1
Parkgarage,0.11,101.20,100.70,0.50,2.00,7,21,69400,0
Parkgebühr,0.04,110.80,110.80,0.00,44713.00,7,21,69200,0
Parkpickerl,0.03,118.70,118.70,0.00,44698.00,7,21,69300,0
Allgemeine Mautgebühr,0.16,103.00,103.00,0.00,44682.00,7,21,69600,0
Mautgebühr. Alpenstraße,0.06,103.80,103.80,0.00,44775.00,7,21,69900,0
Motorbezogene Versicherungssteuer (6 Positionen),1.07,100.00,100.00,0.00,0.00,7,21,103,0
Fahrschule,0.09,108.80,108.40,0.40,44746.00,7,21,69100,0
Wiederkehrende Begutachtung,0.05,107.30,107.30,0.00,44716.00,7,21,69700,0
Führerscheingebühr,0.01,100.00,100.00,0.00,0.00,7,21,69800,0
Anmelden eines PKW,0.03,100.00,100.00,0.00,0.00,7,21,70000,0
Verkehrsdienstleistungen,2.15,115.70,115.20,0.40,44595.00,7,22,105,3
Schienenpersonenverkehr,0.31,94.30,93.90,0.40,-4.20,7,22,106,1
Bahn - Normalpreisticket,0.04,96.70,96.70,0.00,-2.70,7,22,70900,0
Bahn - Sparschiene - Ticket,0.04,98.90,97.20,44743.00,44744.00,7,22,71100,0
Bahn - Vorteilscard - Ticket,0.13,96.10,96.10,0.00,-2.50,7,22,71300,0
Bahn - Vorteilscard,0.05,99.50,99.50,0.00,-0.20,7,22,71400,0
Bahn - Senioren - Vorteilscard,0.01,100.00,100.00,0.00,0.00,7,22,72200,0
Bahn - Jahreskarte,0.04,72.00,70.90,44713.00,-28.00,7,22,72220,0
Straßenpersonenverkehr,0.15,110.30,110.30,0.00,44692.00,7,22,108,1
Ausflugsbus,0.06,114.60,114.60,0.00,44668.00,7,22,72500,0
Taxi. Tagesfahrt,0.05,107.70,107.70,0.00,44599.00,7,22,72300,0
Taxi. Nachtfahrt,0.05,107.20,107.20,0.00,44720.00,7,22,72400,0
Luftpersonenverkehr,0.53,177.80,175.50,44621.00,44639.00,7,22,111,1
Flugticket Ausland,0.53,177.80,175.50,44621.00,44639.00,7,22,72702,0
Kombinierter Personenverkehr,1.12,97.40,97.40,0.00,-3.20,7,22,112,1
Innerstädtischer Verkehr - Tagesticket (5 Positionen),0.09,104.10,104.10,0.00,44744.00,7,22,113,0
Innerstädtischer Verkehr - Dauerkarte (7 Positionen),1.02,96.70,96.70,0.00,-3.80,7,22,114,0
Sonstige gekaufte Verkehrsdienstleistungen,0.05,100.00,100.00,0.00,0.00,7,22,115,1
Bahn-Schließfachgebühr,0.05,100.00,100.00,0.00,0.00,7,22,74300,0
NACHRICHTENÜBERMITTLUNG,2.05,95.80,96.20,-0.40,-1.40,8,22,116,2
Postdienste,0.04,107.60,107.60,0.00,7.00,8,22,117,3
Post- und Kurierdienstleistungen,0.04,107.60,107.60,0.00,7.00,8,23,118,1
Briefporto. Inland,0.02,101.00,101.00,0.00,0.00,8,23,74500,0
Briefporto. Ausland,0.00,101.30,101.30,0.00,0.00,8,23,74600,0
Pakettarif,0.02,116.50,116.50,0.00,44697.00,8,23,74800,0
Telefonapparate und Telefaxgeräte,0.42,90.00,91.00,-1.10,-6.50,8,24,119,3
Telefon- und Telefaxgeräte. einschließlich Reparatur,0.42,90.00,91.00,-1.10,-6.50,8,24,502,1
Mobiltelefongerät,0.42,90.00,91.00,-1.10,-6.50,8,24,74900,0
Telefon- und Telefaxdienste,1.59,97.00,97.20,-0.20,-0.30,8,25,201,3
Telefon- und Telefaxdienstleistungen,1.59,97.00,97.20,-0.20,-0.30,8,25,202,1
Festnetztelefonie,0.18,100.00,100.00,0.00,0.00,8,25,75101,0
Mobiltelefonie,1.07,95.20,95.40,-0.20,-0.60,8,25,76101,0
Internetgebühr,0.14,104.30,104.30,0.00,44743.00,8,25,76200,0
Mobiles Internet,0.07,100.00,100.00,0.00,0.00,8,25,76300,0
Gebündelter Tarif,0.14,98.10,98.10,0.00,-0.10,8,25,76301,0
FREIZEIT UND KULTUR,701937.00,107.90,108.40,-0.50,44655.00,9,25,203,2
Geräte f. Audiovision. Fotografie und Datenverarbeitung,1.10,100.60,99.90,0.70,-0.50,9,26,204,3
Empfangs-. Aufzeichnungs- und Wiedergabegeräte für Ton/Bild,0.37,97.20,95.60,44743.00,-3.50,9,26,205,1
Soundbar,0.06,84.60,84.50,0.10,-9.40,9,26,91110,0
Satellitenanlage,0.01,108.50,105.60,44744.00,44745.00,9,26,77000,0
Flachfernseher,0.30,99.60,97.70,44805.00,-2.50,9,26,77200,0
Foto-. Kino- und optische Geräte,0.09,111.40,111.90,-0.40,44809.00,9,26,206,1
Spiegelreflexkamera,0.04,97.80,98.40,-0.60,-1.90,9,26,77400,0
Digitalkompaktkamera,0.05,124.90,125.00,-0.10,44605.00,9,26,77600,0
Datenverarbeitungsgeräte,0.45,106.70,106.10,0.60,0.30,9,26,207,1
PC,0.07,103.60,103.80,-0.20,-3.80,9,26,78100,0
Notebook / Tablet,0.25,106.10,104.70,44621.00,-3.00,9,26,78300,0
PC-Zubehör,0.09,106.00,105.50,0.50,44688.00,9,26,78200,0
Softwarepaket,0.03,120.20,124.30,-3.30,44788.00,9,26,77700,0
Aufzeichnungsmedien,0.16,86.30,86.70,-0.50,-0.50,9,26,208,1
Musikstreaming,0.13,100.00,100.00,0.00,0.00,9,26,91410,0
Speichermedium,0.03,92.10,94.20,-2.20,-2.20,9,26,79300,0
Reparatur v. Geräten f. Audiovision. Fotografie und Datenverarb.,0.02,103.00,103.00,0.00,44653.00,9,26,209,1
Fernsehmechaniker / PC-Service,0.02,103.00,103.00,0.00,44653.00,9,26,79400,0
Sonstige wesentliche Gebrauchsgüter für Freizeit und Kultur,0.23,106.30,106.30,0.00,3.00,9,27,210,3
Wesentliche Gebrauchsgüter für die Freizeit einschl. Musikinstr.,0.23,106.30,106.30,0.00,3.00,9,27,211,1
Blockflöte,0.09,104.10,104.10,0.00,0.90,9,27,79500,0
Gitarre,0.05,108.00,108.00,0.00,2.00,9,27,79600,0
Tischtennistisch,0.09,108.20,108.20,0.00,44778.00,9,27,79700,0
Sonstige Freizeitartikel u. -geräte. Gartenartikel u. Heimtiere,2.66,107.30,107.20,0.10,44720.00,9,28,212,3
Spiel- und Hobbywaren,0.57,103.30,103.80,-0.50,0.80,9,28,213,1
Brettspiel,0.04,104.80,104.30,0.50,44626.00,9,28,80300,0
Grundgerät für Videospiel,0.05,99.20,100.40,-1.20,-6.20,9,28,80400,0
CD-Rom-Spiel für PC,0.06,88.80,98.50,-9.80,-19.90,9,28,80500,0
Dreirad / Rutschauto / Laufrad,0.04,99.30,101.30,-2.00,-0.50,9,28,79800,0
Modepuppe,0.04,107.60,104.00,44684.00,8.00,9,28,79900,0
Kunststoffbaukasten,0.10,100.70,100.70,0.00,-1.30,9,28,80000,0
Metallmodellfahrzeug,0.11,108.70,108.40,0.30,44719.00,9,28,80100,0
Folienballon 9),0.14,107.40,106.10,44593.00,44746.00,9,28,80150,0
Sportgeräte u. Ausrüstungen f. Camping u. Erholung im Freien,0.55,101.00,100.90,0.10,44726.00,9,28,214,1
Schischuhe / Inlineskater,0.25,102.50,103.10,-0.60,44616.00,9,28,80700,0
Tennisbälle,0.10,104.00,102.30,44743.00,6.00,9,28,80800,0
Schi inkl. Bindung,0.09,104.20,104.10,0.10,44820.00,9,28,81100,0
Fitnessgerät,0.09,110.40,110.40,0.00,44777.00,9,28,81600,0
Schlafsack,0.02,88.10,88.10,0.00,44692.00,9,28,81300,0
Schi- / Racketservice,0.01,95.90,95.80,0.10,-4.20,9,28,81700,0
Pflanzen,0.70,111.50,112.00,-0.40,44813.00,9,28,215,1
Blumenübertopf,0.09,115.70,116.50,-0.70,10.00,9,28,81800,0
Blumenerde,0.05,114.70,114.70,0.00,44726.00,9,28,82400,0
Düngemittel,0.03,129.50,129.50,0.00,44665.00,9,28,82500,0
Blumen,0.19,107.70,111.70,-3.60,44657.00,9,28,81900,0
Zimmerpflanze,0.11,109.70,109.30,0.40,44569.00,9,28,82000,0
Gartenpflanze,0.19,109.60,107.50,2.00,44692.00,9,28,82100,0
Grassamen,0.02,124.90,124.90,0.00,14.00,9,28,82200,0
Heimtiere und Heimtierartikel,0.57,112.20,110.80,44621.00,13.00,9,28,216,1
Katzenfutter,0.26,112.30,110.40,44743.00,44818.00,9,28,82700,0
Hundefutter. trocken,0.11,111.70,110.20,44652.00,44814.00,9,28,82800,0
Hundefutter. nass,0.09,116.60,115.90,0.60,44609.00,9,28,82801,0
Hundeleine,0.03,98.80,99.70,-0.90,0.10,9,28,82900,0
Katzenstreu,0.07,112.50,111.40,1.00,44570.00,9,28,83000,0
Veterinär- u.a. Dienstleistungen für Heimtiere,0.27,105.40,105.40,0.00,44653.00,9,28,217,1
Tierarzt. Hundeimpfung,0.22,105.60,105.60,0.00,44653.00,9,28,83100,0
Chip für Hunde,0.05,104.40,104.40,0.00,44653.00,9,28,83200,0
Freizeit- und Kulturdienstleistungen,3.97,104.70,104.80,-0.10,44684.00,9,29,218,3
Freizeit- und Sportdienstleistungen,1.72,106.10,106.00,0.10,44715.00,9,29,219,1
Fußballspiel. Eintritt,0.08,100.00,100.10,-0.10,-0.10,9,29,83500,0
Musikschule,0.10,101.90,101.90,0.00,0.60,9,29,83300,0
Tennisvereinsbeitrag,0.17,103.20,103.20,0.00,44775.00,9,29,83400,0
Freiluftbad. Eintritt Erwachsene,0.05,116.40,116.40,0.00,44580.00,9,29,83600,0
Therme. Eintritt,0.13,109.70,109.70,0.00,44626.00,9,29,84000,0
Fitnessstudio,0.42,106.40,106.00,0.40,44777.00,9,29,84100,0
Reitstunde,0.13,111.50,112.10,-0.50,44687.00,9,29,84200,0
Seilbahnen und Lifte,0.53,105.10,105.10,0.00,0.20,9,29,84300,0
Hallenbad. Eintritt Erwachsene,0.02,110.30,110.30,0.00,44666.00,9,29,84400,0
Tanzschule,0.06,121.00,120.20,0.70,44813.00,9,29,84950,0
Schiverleih,0.03,100.00,100.00,0.00,-0.80,9,29,84970,0
Kulturdienstleistungen,1.45,105.60,106.10,-0.50,5.00,9,29,220,1
Kino. Eintrittskarte Erwachsene,0.21,105.20,105.80,-0.60,44715.00,9,29,84800,0
Musiktheater,0.21,101.20,103.70,-2.40,44777.00,9,29,85200,0
Sprechtheater,0.07,104.60,105.00,-0.40,44746.00,9,29,85300,0
Touristische Attraktion. Erwachsene,0.09,108.50,108.50,0.00,44808.00,9,29,85500,0
Zoo / Landesausstellung Erwachsene,0.10,109.60,109.60,0.00,44810.00,9,29,85900,0
Gebühr für Telekabel / digitales Antennen TV,0.09,103.30,103.30,0.00,44805.00,9,29,85400,0
Pay-TV,0.19,106.30,106.30,0.00,44715.00,9,29,85401,0
Fernseh-Kombigebühr,0.41,107.50,107.50,0.00,44568.00,9,29,85700,0
Digitale Fotoausarbeitung,0.08,104.40,105.20,-0.80,44713.00,9,29,85100,0
Glücksspiele,0.80,100.00,100.00,0.00,0.00,9,29,221,1
Lotto,0.37,100.00,100.00,0.00,0.00,9,29,86300,0
Joker,0.13,100.00,100.00,0.00,0.00,9,29,86400,0
Rubbellos,0.06,100.00,100.00,0.00,0.00,9,29,86500,0
Euromillionen,0.24,100.00,100.00,0.00,0.00,9,29,86600,0
Zeitungen. Bücher und Schreibwaren,1.11,108.90,109.40,-0.50,44807.00,9,30,222,3
Bücher,0.27,100.20,102.40,-2.10,0.00,9,30,223,1
Bestseller. Belletristik,0.08,96.90,107.70,-10.00,-5.60,9,30,86800,0
Bestseller. Kinderbuch,0.05,93.00,91.20,2.00,-0.60,9,30,86900,0
Fachbuch,0.10,102.10,102.10,0.00,44743.00,9,30,86700,0
Bestseller. Sachbuch,0.04,111.40,109.00,44594.00,44810.00,9,30,87000,0
Zeitungen und Zeitschriften,0.55,114.10,113.80,0.30,44655.00,9,30,224,1
Tageszeitungen (9 Positionen),0.41,113.50,113.50,0.00,44653.00,9,30,225,0
Illustrierte,0.14,116.50,115.00,44621.00,44722.00,9,30,87100,0
Sonstige Druckerzeugnisse,0.07,104.20,105.30,-1.00,-0.30,9,30,226,1
Glückwunschbillet,0.07,104.20,105.30,-1.00,-0.30,9,30,88600,0
Schreibwaren und Zeichenmaterial,0.23,108.70,109.20,-0.50,44720.00,9,30,227,1
Schulheft,0.03,108.90,115.00,-5.30,44791.00,9,30,88900,0
Geschenkpapier,0.04,103.20,102.20,1.00,0.70,9,30,89500,0
Schulfüllfeder,0.04,109.60,110.20,-0.50,44569.00,9,30,88800,0
Buntstifte,0.05,105.40,105.90,-0.50,44781.00,9,30,89200,0
Bleistift,0.04,114.30,113.30,0.90,44719.00,9,30,89300,0
Ringmappe,0.02,118.40,115.90,44594.00,44575.00,9,30,89400,0
Pauschalreisen,2.31,116.70,119.00,-1.90,4.00,9,31,228,3
Pauschalreisen Kategorie,2.31,116.70,119.00,-1.90,4.00,9,31,229,1
Buspauschalreisen im Ausland,0.27,66.80,68.10,-1.90,-31.30,9,31,89700,0
Städteflug,0.10,111.80,116.70,-4.20,44606.00,9,31,89800,0
Flugpauschalreisen,1.94,123.80,126.10,-1.80,44719.00,9,31,89900,0
Volksschule. Non Profit. privat,0.06,104.00,104.00,0.00,44744.00,10,32,90000,0
Mittelschule. Schulausflüge,0.11,101.50,101.50,0.00,-1.00,10,33,234,3
Dienstleistungen d. Bildungseinrichtungen d. Sekundarber.,0.11,101.50,101.50,0.00,-1.00,10,33,235,1
Dienstleistungen d. Bildungseinrichtungen d. Sekundarber.,0.11,101.50,101.50,0.00,-1.00,10,33,236,1
Mittelschule. AHS,0.04,104.20,104.20,0.00,44622.00,10,33,90400,0
Schulsportwoche,0.06,99.80,99.80,0.00,-3.30,10,33,90550,0
AHS oder BHS. 9. - 13. Schulstufe,0.08,103.50,103.50,0.00,44563.00,10,34,237,3
Dienstleistungen d. postsekund.. nicht-tertiären Bildungsber.,0.08,103.50,103.50,0.00,44563.00,10,34,238,1
AHS. BHS Oberstufe,0.08,103.50,103.50,0.00,44563.00,10,34,90700,0
Studiengebühren,0.19,105.60,105.60,0.00,44595.00,10,35,239,3
Dienstleistungen d. Bildungseinrichtungen d. Tertiärbereichs,0.19,105.60,105.60,0.00,44595.00,10,35,240,1
Uni-Lehrgang,0.13,104.60,104.60,0.00,44685.00,10,35,90800,0
Studiengebühr,0.05,108.30,108.30,0.00,0.50,10,35,90900,0
Kurse,0.46,103.90,104.00,-0.10,44653.00,10,36,241,3
Dienstleistungen nicht einstufbarer Bildungseinrichtungen,0.46,103.90,104.00,-0.10,44653.00,10,36,242,1
Nachhilfe,0.09,106.50,106.50,0.00,44597.00,10,36,91000,0
Sprachkurs,0.10,101.60,101.60,0.00,0.40,10,36,91100,0
Sprachaufenthalt / Lerncamp,0.04,107.10,107.50,-0.40,44716.00,10,36,91200,0
EDV-Kurs,0.05,102.90,102.90,0.00,44682.00,10,36,91400,0
RESTAURANTS UND HOTELS,12.68,115.40,114.20,44562.00,44813.00,11,36,243,2
Bewirtungsdienstleistungen,11.05,114.10,113.40,0.60,44751.00,11,37,244,3
Restaurants. Cafés und dergleichen,10.41,114.50,113.80,0.60,10.00,11,37,245,1
Cocktail,0.67,110.50,110.20,0.30,44780.00,11,37,92201,0
Vegetarisches Gericht,0.32,120.70,119.80,0.80,44663.00,11,37,92500,0
Frühstück. Kaffeehaus,0.18,111.10,110.50,0.50,44717.00,11,37,92600,0
Tortenstück. Kaffeehaus,0.20,113.50,113.30,0.20,44719.00,11,37,92700,0
Kaffee (Verlängerter. Melange. Cappuccino. Lungo),0.44,108.00,107.70,0.30,44746.00,11,37,92800,0
Tee. Kaffeehaus,0.15,112.90,112.50,0.40,44687.00,11,37,92900,0
Mischgetränk alkoholisch. Kaffeehaus,0.27,111.90,111.50,0.40,44626.00,11,37,93000,0
Tagessuppe / Suppe,0.10,117.00,117.00,0.00,44692.00,11,37,93200,0
Tagesmenü / Mittagsmenü,0.30,117.20,116.10,0.90,44722.00,11,37,93500,0
Schweinefleischgericht,0.19,118.40,117.60,0.70,44573.00,11,37,93600,0
Schnitzel. paniert,0.45,118.20,117.50,0.60,44632.00,11,37,93700,0
Rindfleischgericht,0.41,117.50,116.80,0.60,44753.00,11,37,93800,0
Mehlspeise. Kaffeehaus,0.13,115.20,115.00,0.20,44570.00,11,37,93900,0
Toast. Kaffeehaus,0.10,112.30,111.30,0.90,44600.00,11,37,94000,0
Beilagensalat,0.15,114.30,113.60,0.60,44661.00,11,37,94100,0
Mehlspeise. warm,0.17,118.70,118.50,0.20,44723.00,11,37,94200,0
Fischgericht,0.31,119.60,118.80,0.70,44785.00,11,37,94300,0
Kleiner Brauner. einfacher Espresso,0.13,110.90,110.40,0.50,8.00,11,37,94500,0
Bier. Restaurant,0.49,110.60,110.00,0.50,44627.00,11,37,94600,0
Wein. Restaurant,0.90,117.50,116.80,0.60,44572.00,11,37,94700,0
Mineralwasser. Restaurant,0.40,112.90,111.70,44562.00,44781.00,11,37,94800,0
Apfelsaft. Restaurant,0.14,114.00,112.20,44713.00,44630.00,11,37,94900,0
Kindergarten. Volksschule. Internat,0.15,104.90,104.90,0.00,4.00,10,32,231,3
Colagetränk. Restaurant,0.27,110.50,110.20,0.30,44779.00,11,37,95000,0
Fruchtsaft. Restaurant,0.07,109.80,109.00,0.70,44810.00,11,37,95100,0
Vorspeise / Pasta. ital. Restaurant,0.23,117.80,117.10,0.60,44604.00,11,37,95500,0
Pizza. ital. Restaurant,0.40,114.80,114.00,0.70,12.00,11,37,95600,0
Mittagsmenü. ital. Restaurant,0.28,115.80,115.10,0.60,44723.00,11,37,95700,0
Nachspeise. ital. Restaurant,0.22,116.20,115.40,0.70,44603.00,11,37,95800,0
Vorspeise. asiat. Restaurant,0.06,109.50,108.30,44562.00,44720.00,11,37,95900,0
